Permit Type,Initiating Office,Issue Datw,Valuation,# of Residential Units,Zone,Latitude,Longitude
Bldg-New,VAN NUYS,11/18/2015,253000,1,(T)(Q)RD4-1,34.21547,-118.53448
Bldg-New,VAN NUYS,12/5/2016,290000,1,A1-1,34.23556,-118.60629
Bldg-Alter/Repair,VAN NUYS,4/24/2014,16000,1,[Q]R3-1,34.19525,-118.45008
Bldg-New,VAN NUYS,12/24/2013,450000,1,R1-1,34.16294,-118.40229
Bldg-New,WEST LA,2/15/2017,850000,1,RE15-1-H,34.07541,-118.49278
Bldg-Addition,VAN NUYS,3/14/2017,22000,1,R1-1,34.30418,-118.43918
Bldg-Addition,WEST LA,5/26/2017,7500,1,R1-1,34.05035,-118.38942
Bldg-New,METRO,12/7/2015,494286,1,C2(PV),33.97672,-118.41422
Bldg-New,VAN NUYS,4/2/2015,690000,1,R1-1-RFA,34.15163,-118.40998
Bldg-Addition,METRO,1/12/2017,69000,1,R1-1,34.08632,-118.16689
Bldg-New,VAN NUYS,9/26/2016,125000,1,R1-1,34.20775,-118.36472
Bldg-New,METRO,8/8/2014,187110,1,R3-1XL,34.09401,-118.33149
Bldg-New,VAN NUYS,7/7/2017,364432,1,(T)(Q)RD6-1,34.22372,-118.48225
Bldg-New,METRO,6/12/2015,290000,1,RE20-1,34.11236,-118.22658
Bldg-New,METRO,9/30/2014,238000,1,RD1.5-1-O,34.04849,-118.37412
Bldg-New,VAN NUYS,3/2/2017,570000,1,R1-1,34.07532,-118.33985
Bldg-New,VAN NUYS,4/27/2015,200000,1,R1-1,34.11371,-118.23375
Bldg-New,METRO,10/29/2014,440000,1,RA-1,34.22876,-118.5215
Bldg-New,VAN NUYS,9/2/2015,520000,1,R1-1,34.15743,-118.45836
Bldg-New,VAN NUYS,2/2/2016,699000,1,R1-1,34.04621,-118.5296
Bldg-New,VAN NUYS,1/9/2015,350000,1,R1-1-O-RFA,34.06683,-118.37024
Bldg-New,VAN NUYS,7/14/2014,316000,1,R1-1,34.20192,-118.50513
Bldg-Alter/Repair,METRO,5/2/2017,17000,1,R4-2,34.05568,-118.30102
Bldg-New,METRO,3/3/2015,220000,1,[T][Q]C2-1,33.75748,-118.29434
Bldg-New,METRO,3/1/2016,600000,1,R1-1,34.00565,-118.43362
Bldg-New,METRO,10/28/2013,750000,1,R1-1-O,34.04363,-118.40242
Bldg-New,VAN NUYS,10/31/2016,600000,1,R2-1-O,34.07028,-118.36561
Bldg-Alter/Repair,METRO,5/20/2016,501,1,RD1.5-1XL,34.09624,-118.33246
Bldg-Alter/Repair,VAN NUYS,2/23/2017,5000,1,[Q]R3-1VL,34.16584,-118.36653
Bldg-New,VAN NUYS,1/9/2019,492000,1,RA-1,34.16461,-118.55696
Bldg-Alter/Repair,VAN NUYS,2/14/2018,19000,1,C2-1VL,33.94124,-118.27795
Bldg-New,VAN NUYS,11/27/2013,1042728,1,R1-1,34.05991,-118.47674
Bldg-New,VAN NUYS,3/4/2013,830000,1,R1-1,34.0383,-118.52559
Bldg-New,VAN NUYS,3/12/2014,410000,1,R1-1-RFA,34.14888,-118.40315
Bldg-New,VAN NUYS,6/4/2013,493919,1,R1-1-RFA,34.13994,-118.39523
Bldg-New,METRO,12/26/2013,220000,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,VAN NUYS,7/3/2014,400000,1,R1-1-RFA,34.14874,-118.40744
Bldg-New,VAN NUYS,3/24/2015,450000,1,R2-1-O,34.07779,-118.37407
Bldg-Addition,METRO,7/7/2017,60000,1,RD3-1-RIO,34.1186,-118.25519
Bldg-New,VAN NUYS,2/18/2015,1060000,1,RE15-1-H,34.0576,-118.50194
Bldg-New,METRO,2/9/2017,210375,1,[Q]RD1.5-1XL-O,33.79397,-118.28976
Bldg-New,VAN NUYS,12/30/2016,271000,1,R1-1,34.17802,-118.43548
Bldg-Alter/Repair,VAN NUYS,6/6/2017,15000,1,R2-1XL,34.10345,-118.28578
Bldg-Alter/Repair,SOUTH LA,2/9/2015,20000,1,R3-1,33.95727,-118.27668
Bldg-New,VAN NUYS,10/24/2016,50000,1,RD3-1,34.2221,-118.43649
Bldg-Addition,METRO,3/12/2013,183000,1,R2-1,33.97118,-118.26888
Bldg-New,METRO,11/29/2016,400000,1,R1-1-RIO,34.15173,-118.44118
Bldg-New,VAN NUYS,6/16/2016,165000,1,R2-1VL,34.17343,-118.36472
Bldg-New,WEST LA,10/17/2014,300000,1,R1-1,34.25726,-118.28326
Bldg-New,METRO,8/8/2013,321162,1,R4(PV),33.97349,-118.41888
Bldg-New,METRO,6/6/2014,190700,1,RD1.5-1XL,34.10441,-118.29776
Bldg-Alter/Repair,WEST LA,6/22/2017,16000,1,R1V2,34.00238,-118.44662
Bldg-New,VAN NUYS,7/22/2013,165000,1,[T]C4-2D,34.28123,-118.57863
Bldg-New,METRO,10/2/2017,249970,1,RD1.5-1VL,34.16357,-118.36393
Bldg-New,VAN NUYS,1/28/2015,181600,1,(T)(Q)RD2-1,34.20872,-118.46495
Bldg-New,VAN NUYS,1/28/2015,181600,1,(T)(Q)RD2-1,34.20878,-118.46495
Bldg-New,VAN NUYS,9/25/2014,500000,1,R1-1,34.15537,-118.45945
Bldg-New,VAN NUYS,7/8/2014,179954,1,RD1.5-1,34.12231,-118.22082
Bldg-New,WEST LA,6/30/2015,440000,1,RA-1,34.26142,-118.33412
Bldg-Alter/Repair,VAN NUYS,4/12/2017,20000,1,R1-1-RIO,34.18935,-118.48166
Bldg-New,VAN NUYS,6/15/2015,88200,1,R1-1,34.21172,-118.35331
Bldg-New,VAN NUYS,10/10/2013,198390,1,[T]C4-2D,34.28079,-118.57788
Bldg-New,VAN NUYS,11/19/2014,608552,1,[T]RE-1,34.29192,-118.58582
Bldg-New,VAN NUYS,1/30/2014,1200000,1,RE15-1-H,34.14755,-118.47346
Bldg-New,METRO,8/25/2017,400000,1,RE9-1,34.17056,-118.43328
Bldg-New,METRO,10/15/2015,235431,1,R1-1,34.1223,-118.18906
Bldg-New,METRO,7/25/2016,200000,1,R3-1,34.05631,-118.3141
Bldg-New,METRO,9/29/2016,212754,1,[Q]C2-1VL-CDO,34.12254,-118.22242
Bldg-New,METRO,8/3/2018,1000000,1,RE11-1,34.07116,-118.46711
Bldg-New,VAN NUYS,1/9/2015,700000,1,R2-1-O,34.07975,-118.34884
Bldg-New,METRO,7/6/2017,218116,1,RD1.5-1-O,34.04676,-118.34815
Bldg-New,METRO,1/15/2016,300000,1,R3-1,34.09545,-118.34973
Bldg-Addition,VAN NUYS,3/30/2017,9900,1,R1-1-HPOZ,34.19239,-118.45074
Bldg-New,VAN NUYS,9/17/2015,635000,1,R1-1-RIO,34.14826,-118.35256
Bldg-New,VAN NUYS,7/11/2014,235630,1,RD5-1,34.24627,-118.41047
Bldg-New,METRO,5/4/2017,175000,1,(T)RD2-1,34.24159,-118.44484
Bldg-New,SANPEDRO,2/7/2014,375300,1,RD2-1XL,33.7196,-118.3001
Bldg-New,METRO,7/11/2016,550000,1,R1-1,34.12272,-118.1952
Bldg-New,METRO,4/5/2013,180000,1,R1-1-O,33.91833,-118.28711
Bldg-New,VAN NUYS,11/2/2018,180000,1,R1-1,33.952,-118.23755
Bldg-New,METRO,12/24/2014,380000,1,R1-1,34.06558,-118.48063
Bldg-Addition,VAN NUYS,1/10/2017,73000,1,RA-1-K,34.25604,-118.27997
Bldg-New,SOUTH LA,10/3/2018,200000,1,RD1.5-1-CUGU,34.03951,-118.21123
Bldg-New,VAN NUYS,5/18/2016,163000,1,(T)(Q)RAS3-1,34.29441,-118.45577
Bldg-Addition,VAN NUYS,7/21/2017,55000,1,RA-1-K,34.3213,-118.44213
Bldg-New,METRO,6/12/2015,310000,1,RE20-1,34.11247,-118.22658
Bldg-New,METRO,4/20/2016,300000,1,R2-1XL,34.10765,-118.34136
Bldg-New,SOUTH LA,11/7/2014,210000,1,R2-1,34.00743,-118.27182
Bldg-New,WEST LA,7/23/2015,12000,1,R1-1,34.01435,-118.43144
Bldg-New,VAN NUYS,3/15/2017,145000,1,RA-1,34.24003,-118.47021
Bldg-New,METRO,7/8/2013,229000,1,R3-1,34.0034,-118.42259
Bldg-New,METRO,3/8/2017,1720420,1,R1-1,34.0376,-118.52933
Bldg-New,METRO,3/26/2014,207800,1,RD2-1,34.18976,-118.37009
Bldg-New,METRO,7/13/2016,1400500,1,RE40-1-H,34.08571,-118.45489
Bldg-New,VAN NUYS,8/10/2015,560000,1,RE9-1,34.15848,-118.35723
Bldg-New,METRO,6/14/2016,337000,1,R1-1,34.11441,-118.23076
Bldg-New,METRO,10/8/2015,470657,1,C2(PV),33.97583,-118.41378
Bldg-New,METRO,6/6/2014,187900,1,RD1.5-1XL,34.10441,-118.29776
Bldg-New,VAN NUYS,2/19/2014,216000,1,C2-1,34.08268,-118.31207
Bldg-Alter/Repair,SOUTH LA,7/30/2014,5000,1,R3-1,34.01811,-118.41034
Bldg-New,SOUTH LA,12/2/2015,240000,1,RD2-1,34.01986,-118.29896
Bldg-New,VAN NUYS,12/22/2016,208750,1,(T)(Q)RD2-1,34.23827,-118.44819
Bldg-New,VAN NUYS,2/13/2018,920800,1,RE11-1-HPOZ,34.0695,-118.33117
Bldg-New,VAN NUYS,6/4/2015,450000,1,R1-1,34.04828,-118.51937
Bldg-New,VAN NUYS,8/25/2014,210000,1,R3-1,34.07296,-118.36211
Bldg-New,VAN NUYS,6/8/2017,380000,1,R1-1-RFA-RIO,34.14789,-118.39994
Bldg-New,VAN NUYS,5/12/2017,271234,1,(T)(Q)RD6-1,34.22328,-118.48366
Bldg-New,VAN NUYS,3/4/2015,270000,1,R1-1,34.1958,-118.43875
Bldg-New,VAN NUYS,2/5/2014,285000,1,R1-1,34.20137,-118.50458
Bldg-Alter/Repair,VAN NUYS,3/10/2017,10000,1,RS-1,34.20423,-118.62254
Bldg-New,VAN NUYS,2/7/2017,750000,1,RE15-1-H,34.14222,-118.49576
Bldg-New,METRO,4/2/2014,167314,1,RD2-1VL,34.08963,-118.25157
Bldg-New,VAN NUYS,3/28/2019,700000,1,R1-1-O,34.05126,-118.42634
Bldg-New,VAN NUYS,3/23/2016,256741,1,(T)(Q)RD3-1-RIO,34.19365,-118.5109
Bldg-New,METRO,6/10/2019,200000,1,R1-1-CDO,34.1311,-118.23571
Bldg-New,VAN NUYS,3/23/2016,256741,1,(T)(Q)RD3-1-RIO,34.19365,-118.5109
Bldg-New,METRO,1/29/2015,300000,1,RE11-1,34.11581,-118.22506
Bldg-New,WEST LA,3/27/2014,1010000,1,RS-1,34.05367,-118.47844
Bldg-New,METRO,11/20/2017,400000,1,R1-1,34.04726,-118.39053
Bldg-New,VAN NUYS,4/30/2014,247000,1,RD5-1,34.24537,-118.40992
Bldg-New,VAN NUYS,6/11/2015,181600,1,(T)(Q)RD2-1,34.20895,-118.46323
Bldg-New,VAN NUYS,3/18/2015,523000,1,R1-1VLD,33.99952,-118.45184
Bldg-New,METRO,9/12/2014,207500,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,METRO,8/24/2015,300000,1,RD1.5-1,34.03824,-118.4524
Bldg-New,VAN NUYS,6/11/2015,181600,1,(T)(Q)RD2-1,34.20901,-118.46393
Bldg-Alter/Repair,VAN NUYS,10/29/2013,12000,1,[Q]R3-1,34.0493,-118.53561
Bldg-New,VAN NUYS,2/5/2014,288000,1,R1-1,34.20225,-118.50458
Bldg-New,METRO,5/5/2014,1230000,1,RE15-1-H,34.06292,-118.5029
Bldg-New,SOUTH LA,11/8/2017,136870,1,R1-1,33.93715,-118.23805
Bldg-New,METRO,1/11/2017,201000,1,RD1.5-1VL,34.1695,-118.38205
Bldg-Alter/Repair,WEST LA,3/17/2017,501,1,RA-1,34.25473,-118.47529
Bldg-New,VAN NUYS,2/21/2019,202000,1,R1-1-CUGU,34.20908,-118.3836
Bldg-New,METRO,7/17/2013,3000,1,R1-1,34.28277,-118.41713
Bldg-Alter/Repair,VAN NUYS,4/20/2017,19000,1,RS-1-CUGU,34.24342,-118.41561
Bldg-New,METRO,10/30/2015,160000,1,R2-1,33.93413,-118.25872
Bldg-New,VAN NUYS,1/28/2014,216000,1,C2-1,34.08331,-118.31198
Bldg-New,VAN NUYS,11/7/2013,235630,1,(T)(Q)RD5-1,34.24511,-118.40965
Bldg-New,METRO,9/5/2014,462470,1,R4(PV),33.9748,-118.4196
Bldg-New,VAN NUYS,6/14/2018,265500,1,RE40-1,34.22461,-118.65163
Bldg-Alter/Repair,WEST LA,9/1/2016,50000,1,[Q]R3-1-O,34.05292,-118.3827
Bldg-New,VAN NUYS,5/5/2015,540000,1,R1-1-RIO,34.14687,-118.35586
Bldg-New,VAN NUYS,1/24/2017,613000,1,R1-1-RIO,34.17383,-118.46273
Bldg-New,VAN NUYS,10/25/2018,250000,1,(T)(Q)RD2-1,34.20492,-118.4467
Bldg-New,METRO,6/27/2016,338000,1,RD2-1VL,34.08008,-118.27067
Bldg-New,METRO,3/15/2017,212754,1,[Q]C2-1VL-CDO,34.12246,-118.22184
Bldg-New,VAN NUYS,7/3/2013,700000,1,R1-1-RFA,34.13967,-118.39768
Bldg-New,METRO,9/8/2017,233167,1,(T)(Q)RAS3-1VL,34.18683,-118.41836
Bldg-New,WEST LA,10/23/2015,500000,1,RE15-1-H,34.14596,-118.49427
Bldg-New,METRO,12/30/2016,380000,1,R1-1-O,34.08115,-118.35647
Bldg-New,METRO,8/9/2013,310000,1,R2-1VL,34.09427,-118.25609
Bldg-New,METRO,9/10/2014,175200,1,C2-1VL,34.07568,-118.26445
Bldg-New,SANPEDRO,4/30/2013,840000,1,RE20-1-H,34.05997,-118.4963
Bldg-New,VAN NUYS,6/17/2016,600000,1,R1-1-RIO,34.15694,-118.4521
Bldg-New,SOUTH LA,1/2/2018,138000,1,R3-1,34.09387,-118.32105
Bldg-New,VAN NUYS,10/7/2014,250000,1,R1-1,33.95909,-118.42256
Bldg-Alter/Repair,METRO,5/18/2017,35000,1,RD3-1VL,34.09071,-118.25006
Bldg-New,VAN NUYS,3/19/2015,224000,1,R3-1,34.15415,-118.45787
Bldg-New,VAN NUYS,8/7/2013,585000,1,R1-1-RFA,34.14902,-118.40717
Bldg-Addition,VAN NUYS,4/3/2017,50000,1,RS-1,34.26108,-118.51689
Bldg-New,VAN NUYS,2/21/2018,223230,1,(T)(Q)RD2-1,34.20093,-118.45312
Bldg-New,VAN NUYS,6/12/2017,135000,1,RS-1,34.22047,-118.40435
Bldg-Alter/Repair,METRO,9/9/2013,15000,1,R3-1,34.02911,-118.44416
Bldg-New,VAN NUYS,5/2/2013,290000,1,R1-1-RFA,34.27015,-118.30949
Bldg-New,VAN NUYS,5/21/2015,430000,1,[T]RE-1,34.29099,-118.5799
Bldg-New,METRO,1/12/2015,259926,1,R2-1,33.83794,-118.2994
Bldg-New,WEST LA,2/29/2016,500000,1,RE15-1-H,34.08067,-118.50885
Bldg-New,WEST LA,1/6/2016,970000,1,RE11-1,34.04437,-118.50867
Bldg-New,METRO,4/18/2017,450000,1,R1-1,34.13741,-118.38874
Bldg-Alter/Repair,METRO,2/19/2016,1000,1,[Q]CM-1VL,34.08865,-118.25991
Bldg-New,VAN NUYS,7/25/2016,545000,1,R1-1,34.25637,-118.32546
Bldg-New,VAN NUYS,3/5/2015,550000,1,R1-1,34.0111,-118.44595
Bldg-Alter/Repair,VAN NUYS,4/27/2017,15000,1,R1-1-RIO,34.15087,-118.36025
Bldg-New,VAN NUYS,10/22/2015,1500000,1,RE40-1-H,34.09766,-118.44999
Bldg-New,METRO,1/17/2017,145440,1,R1-1,34.02943,-118.36811
Bldg-New,VAN NUYS,4/3/2018,205000,1,RD1.5-1VL,34.17389,-118.37639
Bldg-New,VAN NUYS,7/8/2014,179954,1,RD1.5-1,34.12258,-118.22104
Bldg-New,METRO,5/26/2016,85325,1,RD1.5-1,33.99739,-118.46479
Bldg-New,VAN NUYS,9/20/2013,200862,1,C2-1,34.08284,-118.3124
Bldg-New,METRO,3/15/2017,202489,1,[Q]C2-1VL-CDO,34.12258,-118.2221
Bldg-New,WEST LA,2/27/2018,177000,1,R2-1,33.92837,-118.26875
Bldg-New,METRO,6/8/2015,2319500,1,R1-1-RIO,34.1478,-118.35793
Bldg-New,METRO,8/1/2013,1500000,1,RE11-1,34.09393,-118.39427
Bldg-New,WEST LA,5/26/2015,356474,1,R1-1VLD,34.00459,-118.44713
Bldg-Alter/Repair,WEST LA,11/8/2016,22000,1,R2-1-CUGU,34.03159,-118.19419
Bldg-New,WEST LA,11/24/2015,4600000,1,RE20-1-H,34.10125,-118.4543
Bldg-New,WEST LA,10/22/2015,1163900,1,RE15-1,34.06966,-118.47588
Bldg-New,WEST LA,5/25/2018,0,1,[Q]CM-1XL-RIO,34.10414,-118.24377
Bldg-New,VAN NUYS,4/29/2013,170418,1,[T]C4-2D,34.2808,-118.57826
Bldg-New,VAN NUYS,5/6/2014,250000,1,[T][Q]RD3-1,34.24815,-118.5192
Bldg-New,WEST LA,7/13/2016,1110000,1,RE20-1-H,34.09449,-118.46589
Bldg-Alter/Repair,METRO,3/5/2019,72000,1,RD1.5-1XL,33.73978,-118.29157
Bldg-New,VAN NUYS,6/16/2017,484000,1,R1-1,34.16603,-118.44667
Bldg-New,METRO,3/19/2014,410510,1,R4(PV),33.97456,-118.42009
Bldg-New,VAN NUYS,11/28/2018,240000,1,(T)RU-1,34.28279,-118.38437
Bldg-New,WEST LA,4/20/2016,870000,1,R1-1,34.10238,-118.38018
Bldg-New,METRO,5/22/2017,979000,1,R1-1,34.15657,-118.38636
Bldg-New,VAN NUYS,6/11/2015,181600,1,(T)(Q)RD2-1,34.20906,-118.4634
Bldg-New,METRO,3/17/2014,321162,1,R4(PV),33.97405,-118.41842
Bldg-New,METRO,4/14/2016,220000,1,[Q]R4-1,33.96683,-118.28582
Bldg-New,WEST LA,11/17/2015,400000,1,R1-1,34.02188,-118.44436
Bldg-Addition,METRO,12/27/2016,50000,1,R1-1-O,34.04914,-118.32876
Bldg-New,METRO,6/10/2015,102795,1,R1-1,34.08257,-118.16532
Bldg-Addition,METRO,6/24/2013,250000,1,R2-1,33.9394,-118.26858
Bldg-Addition,SOUTH LA,2/2/2017,34000,1,R1-1,33.96742,-118.30508
Bldg-New,VAN NUYS,7/16/2013,113120,1,R1-1,34.26736,-118.50836
Bldg-New,METRO,10/27/2014,650000,1,R1-1,34.04535,-118.53022
Bldg-New,VAN NUYS,12/22/2016,208750,1,(T)(Q)RD2-1,34.23827,-118.44819
Bldg-New,METRO,3/13/2014,17100,1,[T][Q]RD3-1,34.24881,-118.51951
Bldg-New,SANPEDRO,3/2/2018,180000,1,R1-1XL-O-CUGU,33.7862,-118.24382
Bldg-New,WEST LA,11/3/2016,354830,1,R1-1,34.03068,-118.42323
Bldg-New,VAN NUYS,2/23/2017,540000,1,RA-1,34.16961,-118.56329
Bldg-New,VAN NUYS,7/21/2015,310000,1,R1-1XL,33.73511,-118.30955
Bldg-New,VAN NUYS,1/30/2018,465000,1,R1-1,34.17209,-118.62189
Bldg-New,VAN NUYS,11/23/2016,850000,1,RE15-1-H,34.14581,-118.49113
Bldg-New,VAN NUYS,9/3/2014,300000,1,R1-1VLD,34.00279,-118.44728
Bldg-New,METRO,2/25/2013,143200,1,R1-1VLD,34.00488,-118.45358
Bldg-New,METRO,5/20/2014,341890,1,R1-1,34.078,-118.31689
Bldg-Alter/Repair,VAN NUYS,7/26/2013,10000,1,RA-1,34.26273,-118.59279
Bldg-New,VAN NUYS,11/7/2013,434223,1,R1-1,34.15282,-118.44228
Bldg-Addition,VAN NUYS,12/18/2013,81000,1,RD1.5-1,34.15243,-118.37878
Bldg-New,METRO,8/31/2017,221225,1,R3-1,34.0815,-118.30811
Bldg-New,VAN NUYS,3/16/2016,340000,1,(T)R1-1,34.18082,-118.52811
Bldg-New,VAN NUYS,12/11/2013,226000,1,R1-1-RFA,34.25945,-118.28994
Bldg-New,VAN NUYS,1/26/2018,500000,1,R1V2,34.01186,-118.43172
Bldg-New,METRO,1/16/2015,264780,1,[Q]C2-1VL,33.9601,-118.40419
Bldg-New,VAN NUYS,8/10/2017,472000,1,RS-1,34.21161,-118.42388
Bldg-New,WEST LA,8/18/2015,700000,1,R1-1,34.04631,-118.52311
Bldg-New,WEST LA,8/21/2014,504000,1,R2-1-O,34.05664,-118.42228
Bldg-New,METRO,3/19/2014,280000,1,RD2-1,34.13202,-118.26778
Bldg-New,SOUTH LA,9/17/2013,81810,1,R1-1VLD,34.00389,-118.4454
Bldg-New,VAN NUYS,1/29/2014,453000,1,(T)(Q)RA-1-K,34.2681,-118.60685
Bldg-New,WEST LA,11/18/2013,260000,1,RD1.5-1VL,34.07525,-118.25088
Bldg-New,VAN NUYS,3/21/2014,283900,1,RD3-1-H,34.11935,-118.33969
Bldg-New,WEST LA,10/13/2015,3090632,1,RE15-1-H,34.05905,-118.50501
Bldg-New,VAN NUYS,4/6/2018,160000,1,RD2-1-CDO-RIO,34.0869,-118.22338
Bldg-New,VAN NUYS,2/5/2013,210500,1,(T)(Q)RD1.5-1-K,34.31184,-118.42594
Bldg-New,METRO,3/15/2013,92837.7,1,RD1.5-1,33.99771,-118.47216
Bldg-New,WEST LA,10/5/2016,913000,1,R1-1,34.04764,-118.51693
Bldg-New,WEST LA,9/3/2014,520000,1,R1-1,33.96147,-118.43372
Bldg-New,METRO,4/17/2014,331252,1,R4(PV),33.97406,-118.41776
Bldg-New,WEST LA,4/24/2013,1310000,1,RE11-1,34.04999,-118.50751
Bldg-Addition,METRO,11/28/2016,50000,1,R2-1,33.93021,-118.27555
Bldg-New,VAN NUYS,2/26/2015,883000,1,RE15-1,34.09078,-118.43028
Bldg-New,SOUTH LA,6/28/2016,220000,1,R1-1,33.93133,-118.23781
Bldg-New,VAN NUYS,10/12/2017,443000,1,R1-1,34.11275,-118.32358
Bldg-Alter/Repair,METRO,4/4/2014,50000,1,R3-1-O,34.02732,-118.28992
Bldg-New,METRO,6/14/2017,238842.5,1,RD1.5-1XL,34.08454,-118.31297
Bldg-New,METRO,3/19/2013,207500,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,VAN NUYS,1/9/2017,527000,1,R1-1,34.14614,-118.43189
Bldg-Addition,SOUTH LA,12/8/2016,238260,1,R4-1VL,34.04953,-118.2925
Bldg-New,SANPEDRO,9/10/2015,471.42,1,R1-1XL-O,33.78605,-118.25853
Bldg-New,METRO,6/24/2014,321162,1,R4(PV),33.97456,-118.41912
Bldg-Addition,VAN NUYS,10/30/2014,38900,1,R1-1-O,34.26675,-118.42522
Bldg-New,VAN NUYS,2/5/2013,456000,1,RA-1,34.15524,-118.52402
Bldg-New,METRO,3/26/2014,193000,1,[Q]RD1.5-1D,34.08843,-118.2819
Bldg-New,VAN NUYS,6/15/2017,273171,1,(T)(Q)RD6-1,34.22309,-118.48319
Bldg-New,VAN NUYS,3/20/2017,600000,1,R1-1,34.16212,-118.49718
Bldg-New,VAN NUYS,10/12/2017,500000,1,R1-1,34.16238,-118.49557
Bldg-New,VAN NUYS,11/5/2015,281000,1,RA-1,34.23978,-118.47463
Bldg-New,METRO,12/26/2013,205600,1,[T][Q]RD1.5-1,33.75748,-118.29434
Bldg-New,WEST LA,10/31/2016,227265,1,R4-1VL,34.16115,-118.37152
Bldg-New,SOUTH LA,3/7/2018,280000,1,[Q]R4-1,33.9875,-118.2763
Bldg-Addition,METRO,9/27/2013,172070,1,R2-1,33.99903,-118.25531
Bldg-New,VAN NUYS,6/2/2017,533000,1,R1-1-RFA-RIO,34.14207,-118.41111
Bldg-Addition,WEST LA,12/16/2015,37471,1,R2-1VL,34.08361,-118.26947
Bldg-New,VAN NUYS,1/29/2018,337000,1,(T)(Q)RD3-1-RIO,34.1994,-118.54541
Bldg-New,SOUTH LA,8/13/2015,194000,1,C2-1VL,33.98403,-118.26942
Bldg-New,WEST LA,2/9/2015,550000,1,RE15-1-H,34.10501,-118.46586
Bldg-New,VAN NUYS,1/28/2016,256741,1,(T)(Q)RD3-1-RIO,34.19365,-118.5109
Bldg-Addition,METRO,12/1/2016,205000,1,R3-1XL,34.09361,-118.29598
Bldg-New,METRO,6/25/2015,362287,1,R1-1-O,34.05327,-118.38521
Bldg-New,METRO,9/17/2014,204507,1,RD2-1VL,34.08314,-118.28389
Bldg-New,WEST LA,11/30/2017,1000000,1,RE15-1-H-HCR,34.10004,-118.45903
Bldg-New,VAN NUYS,6/22/2018,650000,1,R1-1,34.06543,-118.48332
Bldg-New,METRO,10/8/2015,475019,1,C2(PV),33.97598,-118.41387
Bldg-New,METRO,9/17/2014,190560,1,RD2-1VL,34.08311,-118.2839
Bldg-New,METRO,9/4/2014,200000,1,[Q]R3-1-O,34.05061,-118.36911
Bldg-New,VAN NUYS,9/10/2015,873000,1,R1-1-O,34.04371,-118.40426
Bldg-New,VAN NUYS,4/7/2017,875000,1,R1-1-RFA-RIO,34.1541,-118.40901
Bldg-New,WEST LA,7/18/2018,1243549,1,R1H1,34.06174,-118.50352
Bldg-New,VAN NUYS,8/9/2018,500000,1,[T]RE-1,34.29141,-118.5815
Bldg-New,VAN NUYS,4/14/2014,183000,1,[Q]RD1.5-1,34.17739,-118.4467
Bldg-New,VAN NUYS,6/22/2015,285000,1,R1-1,34.11218,-118.33348
Bldg-New,VAN NUYS,2/21/2014,532700,1,R1-1,34.06437,-118.34198
Bldg-New,VAN NUYS,8/27/2015,182000,1,(T)(Q)RD1.5-1,34.25922,-118.40237
Bldg-New,METRO,9/7/2016,208120,1,R3-1,34.00228,-118.42448
Bldg-New,VAN NUYS,5/5/2015,665000,1,R1-1,34.0468,-118.4705
Bldg-New,METRO,5/15/2013,220000,1,R2-1VL,34.08408,-118.27541
Bldg-New,VAN NUYS,11/28/2017,600000,1,R1-1,34.17618,-118.40039
Bldg-New,SOUTH LA,9/8/2016,216871,1,RD1.5-1VL,34.17354,-118.3729
Bldg-New,WEST LA,9/4/2013,1400000,1,RE11-1,34.05272,-118.49066
Bldg-New,VAN NUYS,8/7/2014,170000,1,R3-1,34.10268,-118.31295
Bldg-New,VAN NUYS,2/12/2016,600000,1,R1-1,34.14616,-118.43955
Bldg-New,METRO,9/24/2015,207510,1,R3-1VL,34.08283,-118.26446
Bldg-New,WEST LA,2/5/2013,600000,1,R1-1,34.04818,-118.52223
Bldg-New,METRO,4/20/2015,166193,1,R2-1,33.9357,-118.24995
Bldg-New,WEST LA,3/20/2015,320000,1,R1-1,34.02151,-118.44135
Bldg-New,METRO,12/26/2013,517000,1,R1-1,34.05425,-118.48231
Bldg-New,VAN NUYS,3/17/2017,267000,1,RA-1,34.23986,-118.47514
Bldg-New,VAN NUYS,11/30/2015,162000,1,(T)(Q)RD3-1,34.20861,-118.39762
Bldg-New,VAN NUYS,6/12/2017,410000,1,[T]RE-1,34.29043,-118.58093
Bldg-New,VAN NUYS,1/28/2015,181600,1,(T)(Q)RD2-1,34.20917,-118.4642
Bldg-New,VAN NUYS,3/7/2016,878000,1,R1-1,34.17824,-118.39842
Bldg-Addition,VAN NUYS,4/3/2017,45000,1,RA-1,34.17039,-118.55468
Bldg-Alter/Repair,VAN NUYS,4/23/2013,25000,1,RS-1,34.24108,-118.54514
Bldg-New,VAN NUYS,4/6/2017,185000,1,(T)(Q)R1-1,34.22695,-118.62415
Bldg-New,VAN NUYS,10/20/2017,472000,1,R1-1-RFA-RIO,34.14929,-118.40176
Bldg-New,VAN NUYS,6/22/2017,697000,1,R1-1-RFA-RIO,34.14276,-118.3832
Bldg-New,METRO,5/30/2017,200000,1,[Q]R1-1D,34.09178,-118.16761
Bldg-New,METRO,2/26/2015,480000,1,R1-1-O,34.05156,-118.42602
